Thu Oct 16 21:20:41 +0000 2014,amsterdam,, the netherlands,6
Thu Oct 16 20:00:39 +0000 2014,kosovo,,Kosovo,1
Thu Oct 16 20:10:52 +0000 2014,Athens,,Greece,3
Fri Oct 17 00:41:11 +0000 2014,Athens,,Greece,1
Thu Oct 16 23:18:36 +0000 2014,,,Chile,1
Thu Oct 16 20:07:01 +0000 2014,Karabuk,,Turkey,1
Thu Oct 16 21:04:21 +0000 2014,Baghdad,,Iraq,2
Thu Oct 16 20:08:34 +0000 2014,brasilia,, brazil,26
Fri Oct 17 00:00:36 +0000 2014,brasilia,, brazil,5
Thu Oct 16 20:09:43 +0000 2014,buenos Aires,,Argentina,5
Fri Oct 17 00:39:17 +0000 2014,buenos Aires,,Argentina,1
Thu Oct 16 20:58:11 +0000 2014,cairo,,egypt,1
Thu Oct 16 21:19:49 +0000 2014,Caracas,,venezuela,2
Thu Oct 16 23:59:25 +0000 2014,casablanca,,Morocco,1
Thu Oct 16 19:57:52 +0000 2014,london,,UK,3
Thu Oct 16 21:22:23 +0000 2014,Mexico City,,Mexico ,3
Thu Oct 16 21:06:48 +0000 2014,TORONTO,,Canada,1
Thu Oct 16 23:05:18 +0000 2014,,,UK,1
Thu Oct 16 23:23:15 +0000 2014,Recife,, brazil,1
Thu Oct 16 21:00:29 +0000 2014,,,Greenland,4
Thu Oct 16 22:49:39 +0000 2014,,,Hawaii,4
Thu Oct 16 19:59:19 +0000 2014,islamabad,, PAKISTAN,1
Thu Oct 16 23:28:30 +0000 2014,Jakarta,,Indonesia,2
Thu Oct 16 19:59:56 +0000 2014,,,Portugal,1
Thu Oct 16 22:50:00 +0000 2014,madrid,,spain,1
Thu Oct 16 23:01:31 +0000 2014,sevilla,,spain,1
Thu Oct 16 20:00:51 +0000 2014,Rio grande do sul  ,,Brazil,1
Thu Oct 16 21:21:25 +0000 2014,,TX,USA,1
Thu Oct 16 19:56:16 +0000 2014,paris,,france,1
Thu Oct 16 20:56:13 +0000 2014,Santiago,,Chile,4
Fri Oct 17 00:03:50 +0000 2014,Santiago,,Chile,1
Thu Oct 16 23:38:26 +0000 2014,urumqi,,china,1
Thu Oct 16 20:03:50 +0000 2014,Kyiv,,Ukraine,1
Thu Oct 16 22:53:55 +0000 2014,Barranquilla,,Colombia,3
Thu Oct 16 23:18:19 +0000 2014,Puerto Varas,,Chile,1
Thu Oct 16 23:50:58 +0000 2014,,,Brasil,1
Thu Oct 16 23:54:56 +0000 2014,,,Colombia,
