Thu Oct 16 20:56:51 +0000 2014,Adelaide,,Australia,1
Thu Oct 16 20:54:37 +0000 2014,Amsterdam,,The Netherlands,2
Thu Oct 16 21:25:33 +0000 2014,Athens,,Greece,2
Thu Oct 16 20:58:49 +0000 2014,Austin,TX,USA,1
Thu Oct 16 20:59:02 +0000 2014,Bangkok,,Thailand,1
Thu Oct 16 20:58:29 +0000 2014,Brasilia,,Brazil,1
Thu Oct 16 20:58:54 +0000 2014,Brighton,,UK,1
Thu Oct 16 20:57:19 +0000 2014,British Columbia,,Canada,1
Thu Oct 16 20:54:43 +0000 2014,Caracas,,Venezuela,4
Thu Oct 16 20:55:07 +0000 2014,Cary,NC,USA,1
Thu Oct 16 20:55:52 +0000 2014,Casablanca,,Morocco,1
Thu Oct 16 21:01:15 +0000 2014,Durban,,South Africa,1
Thu Oct 16 20:57:54 +0000 2014,Durham, NC,USA,1
Thu Oct 16 20:54:44 +0000 2014,Harare,,Zimbabwe,2
Thu Oct 16 20:57:18 +0000 2014,Istanbul,,Turkey,2
Thu Oct 16 23:56:50 +0000 2014,Jakarta,,Indonesia,1
Thu Oct 16 21:07:39 +0000 2014,Lagos,,Nigeria,2
Thu Oct 16 21:05:21 +0000 2014,Ljubljana,,Slovenia,1
Thu Oct 16 20:57:32 +0000 2014,Metairie,LA,USA,1
Thu Oct 16 20:55:53 +0000 2014,Nairobi,,Kenya,1
Thu Oct 16 20:56:15 +0000 2014,New York,NY,USA,1
Thu Oct 16 20:55:54 +0000 2014,Paris ,,France,1
Thu Oct 16 21:00:05 +0000 2014,Pretoria,,South Africa,1
Thu Oct 16 20:56:43 +0000 2014,Quito,,Ecuador,1
Thu Oct 16 20:58:40 +0000 2014,Rome,,Italy,1
Thu Oct 16 20:58:31 +0000 2014,Santiago,, Chile,1
Thu Oct 16 21:00:03 +0000 2014,Seoul,,KOREA,1
Thu Oct 16 20:57:26 +0000 2014,Stockholm ,,Sweden,1
Thu Oct 16 21:19:41 +0000 2014,Suffolk,VA,USA,1
Thu Oct 16 21:05:30 +0000 2014,,,USA,1
Thu Oct 16 20:55:18 +0000 2014,,,pakistan,1
Thu Oct 16 20:54:39 +0000 2014,,,Nigeria,2
Thu Oct 16 20:58:18 +0000 2014,,NJ,USA,1
Thu Oct 16 20:58:20 +0000 2014,,,MEXICO,1
Thu Oct 16 21:13:49 +0000 2014,,,Jamaica,2
Thu Oct 16 23:45:04 +0000 2014,,,ireland,1
Thu Oct 16 20:57:54 +0000 2014,,,Greenland,1
