16-Oct,Milwaukee,WI,USA,2
16-Oct,,WI,USA,1
16-Oct,Dallas ,TX,USA,3
16-Oct,,TX,USA,2
16-Oct,The Weightroom,TX,USA,1
16-Oct,Spring,TX,USA,1
16-Oct,Houston,TX,USA,1
16-Oct,Austin,TX,USA,1
16-Oct,Nashville,TN,USA,1
16-Oct,,SC,USA,2
16-Oct,Waynesburg,PA,USA,1
16-Oct,,PA,USA,1
16-Oct,Somervillain,Oxford,UK,1
16-Oct,Dundas,ON,Canada,1
16-Oct,Brockville,ON,Canada,1
16-Oct,Barrie,ON,Canada,1
16-Oct,,Oklahoma,USA,1
16-Oct,Cleveland,OH,USA,1
16-Oct,New York,NY,USA,7
16-Oct,Yonkers,NY,USA,1
16-Oct,Buffalo,NY,USA,1
16-Oct,,NY,USA,1
16-Oct,Corner Brook ,NL,Canada,3
16-Oct,,NJ,USA,2
16-Oct,,NH,USA,1
16-Oct,Omaha,NE, USA,1
16-Oct,Wilmington,NC,USA,1
16-Oct,,NC,USA,1
16-Oct,Miramichi,NB,Canada,1
16-Oct,,MS ,USA,3
16-Oct,,MO,USA,1
16-Oct,Warren,MI,USA,1
16-Oct,,MI,USA,1
16-Oct,Boston,MA,USA,2
16-Oct,Taunton,MA,USA,1
16-Oct,,Kentucky,USA,1
16-Oct,Winchestertonfieldville,Iowa,USA,1
16-Oct,,IN,USA,1
16-Oct,Chicago,IL,USA,3
16-Oct,,Georgia,USA,1
16-Oct,Atlanta,GA,USA,1
16-Oct,,FL,USA,3
16-Oct,Pensacola,FL,USA,1
16-Oct,Ft Myers,FL,USA,1
16-Oct,Stamford,CT,USA,1
16-Oct,,CT,USA,1
16-Oct,,CA,USA,3
16-Oct,San Francisco,CA,USA,1
16-Oct,San Diego,CA,USA,1
16-Oct,Sacramento,CA,USA,1
16-Oct,Emeryville,CA,USA,1
16-Oct,Coronado,CA,USA,1
16-Oct,Benicia/Vallejo,CA,USA,1
16-Oct,Vancouver,BC,Canada,1
16-Oct,,AZ,USA,2
16-Oct,Phoenix,AZ,USA,1
16-Oct,Russellville,AR,USA,1
16-Oct,Rogers,AR,USA,1
16-Oct,,Alaska,USA,1
16-Oct,,AL,USA,4
16-Oct,Montgomery,AL,USA,1
16-Oct,Huntsville,AL,USA,1
16-Oct,Villanova, PA,USA,2
16-Oct,East McKeesport, PA,USA,1
16-Oct,Portland, OR ,USA,2
16-Oct,The Triangle, NC,USA,1
16-Oct,Chapel Hill, NC,USA,1
16-Oct,Nampa, Idaho,USA,1
16-Oct,Boise, Idaho,USA,1
16-Oct,Athens, GA,USA,1
16-Oct,Hartford, CT,USA,1
16-Oct,Danbury, CT,USA,1
16-Oct,Quito,,Ecuador,4
16-Oct,london,,UK,2
16-Oct,Dublin,,Ireland,2
16-Oct,,,Hawaii,2
16-Oct,,,Canada,2
16-Oct,Melbourne,,Australia,1
16-Oct,Sydney,, Australia,1
16-Oct,Caracas,,Venezuela,1
16-Oct,Raccoon City,,USA,1
16-Oct,Manchester,,UK,1
16-Oct,,,UK,1
16-Oct,,,Philippines,1
16-Oct,Kuala Lumpur,,Malaysia,1
16-Oct,Aichi,,JAPAN,1
16-Oct,Greystones,,Ireland,1
16-Oct,Cork,,Ireland,1
16-Oct,Palembang,,Indonesia,1
16-Oct,,,Honduras,1
16-Oct,Brasilia,,Brazil,1
17-Oct,,TX,,1
17-Oct,College Station,TX,USA,1
17-Oct,Pittsburgh,PA,USA,1
17-Oct,New York,NY,USA,3
17-Oct,Kansas,MO,USA,1
17-Oct,,MA,USA,1
17-Oct,,Louisiana,USA,1
17-Oct,,Kentucky,USA,1
17-Oct,Owensboro,Kentucky,USA,1
17-Oct,gulf breeze,FL,USA,1
17-Oct,,AZ,USA,1
17-Oct,Quito,,Ecuador,1
17-Oct,london,,UK,1
17-Oct,Dublin,,Ireland,1
17-Oct,Sydney,, Australia,1
17-Oct,Newfoundland,,CANADA,1
18-Oct,Melbourne,,Australia,1
